"mixed"|"25727831"|"20334474"
"mixed"|"25727832"|"20334475"
"mixed"|"25727833"|"20334476"
"mixed"|"25727834"|"20334477"
"mixed"|"25727835"|"20334478"
"mixed"|"25727836"|"20334479"
"mixed"|"25727837"|"20334480"
"mixed"|"25727258"|"20333937"
"mixed"|"25727259"|"20333938"
"mixed"|"25727260"|"20333939"
"mixed"|"25727293"|"20333972"
"mixed"|"25727294"|"20333973"
"mixed"|"25727295"|"20333974"
"mixed"|"25727321"|"20333999"
"mixed"|"25727322"|"20334000"
"mixed"|"25727323"|"20334001"
