"A"||"A"||1||0|||20|||20||0|0|0|0|0|0|90|95|100|85|92.5|100|75|87.5|100|50|70|90||30.1|||2.5|||3.5|||5|||9.4|||9.7|||54.9||||||||10|15|20||||2|3|4||||1.2|1.3|1.4|||||1.36|||4.23|9.17|14.11|0.16|0.2|0.24|||||26|||11|||45||0|1.5|2.9|20|25|30|0|5|10||||".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|5.5|8.2|11|||||||5.1|5.8|6.5|||||||||||||||||||||||||||||||||"25727260"|"76729991"
"2Cg"||"C"||4||61|||152|||91||0|1|1|0|5|10|30|52.5|75|20|35|50|5|20|35|0|5|10|||||0|||||||||||||||||||||||0|2.5|5||||0|0.25|0.5||||1.6|1.7|1.8|||||1.88|||42.34|91.74|141.14|0.02|0.04|0.06|||||4.3|||1|||15||0|1.5|2.9|5|10|15|0|2.5|5||||||0|0|0|0|0|0|0|0|0|0|0|0|0|1.3|2.7|||||||5.1|5.8|6.5|||||||||||||||||||||||||||||||||"25727260"|"76729990"
"Bg2"||"B"||3||43|||61|||18||0|0|0|0|3|5|80|90|100|60|75|100|30|45|60|10|30|50||66.9|||4.7|||13.6|||16.7|||20.1|||11.8|||23.1||||||||5|10|15||||0|0.25|0.5||||1.4|1.5|1.6|||||1.58|||4.23|9.17|14.11|0.08|0.11|0.14|||||13.5|||5.5|||34||0|1.5|2.9|15|20|25|0|5|10||||".17"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|2.6|5.3|8|||||||5.1|5.8|6.5|||||||||||||||||||||||||||||||||"25727260"|"76729989"
"2R"||"R"||||122|||147|||25||||||||||||||||||||||||0|||||||||||||||||||||||||||||||||||||||||||||0.42|2.33|4.23|||||||||||||||||||||||||||||||||||||||0|0|0|||||||||||||||||||||||||||||||||||||||||||||"25727293"|"76730131"
"Ap"||"A"||||0|||20|||20||0|0|0|0|3|5|95|97.5|100|95|97.5|100|85|92.5|100|80|90|100||6.9|||0|||0|||0.2|||1.9|||4.8|||68.1||||||||15|25|35||||2|3|4||||1.2|1.3|1.4|||||1.36|||4.23|9.17|14.11|0.14|0.16|0.18|||||29.9|||16.1|||46||0|1.5|2.9|29|40|52|9|17|24||||".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0||||3.6|6.8|10.4||||4.5|5|5.5|||||||||||||||||||||||||||||||||"25727293"|"76730130"
"Btg"||"B"||||20|||51|||31||0|0|0|0|3|5|90|95|100|85|92.5|100|80|90|100|75|87.5|100||6.8|||0|||0|||0.2|||1.9|||4.7|||66.7||||||||20|26.5|35||||0|0.25|0.5||||1.4|1.5|1.6|||||1.57|||4.23|9.17|14.11|0.1|0.13|0.16|||||29.1|||15.8|||39||0|1.5|2.9|30|37.5|45|3|9|15||||".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0|10.1|14.4|18.4|||||||4.5|5.5|6.5|||||||||||||||||||||||||||||||||"25727293"|"76730128"
"Btx"||"B"||||51|||122|||71||0|0|0|0|3|5|80|90|100|75|87.5|100|75|87.5|100|70|85|100||6.8|||0|||0|||0.2|||1.9|||4.7|||66.7||||||||20|26.5|35||||0|0|0||||1.4|1.5|1.6|||||1.58|||0.42|0.92|1.41|0.06|0.08|0.1|||||27.9|||15|||37||0|1.5|2.9|25|32|39|3|9|15||||".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0|10.1|13.8|17.5|||||||5.1|5.8|6.5|||||||||||||||||||||||||||||||||"25727293"|"76730129"
"Bx"||"B"||3||64|||112|||48||0|0|0|0|0|0|80|90|100|80|90|100|75|87.5|100|70|80|90||7.2|||0|||0|||0.2|||2|||5|||70.3||||||||18|22.5|27||||0|0|0||||1.6|1.7|1.8|||||1.78|||1.41|2.82|4.23|0.14|0.16|0.18|||||28|||14.3|||32||0|1.5|2.9|20|27.5|35|2|5.5|9||||".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0||||8.4|10.9|13.4||||4.5|5.3|6|||||||||||||||||||||||||||||||||"25727294"|"76730134"
"C"||"C"||4||112|||188|||76||0|1|2|0|5|10|55|77.5|100|50|75|100|45|72.5|100|40|70|100||7.2|||0|||0|||0.2|||2|||5|||70.3||||||||18|22.5|27||||0|0|0||||1.6|1.7|1.8|||||1.8|||1.41|2.82|4.23|0.1|0.14|0.18|||||23.6|||12.1|||27||0|1.5|2.9|20|27.5|35|2|5.5|9||||".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0||||8.4|10.9|13.4||||4.5|5.3|6|||||||||||||||||||||||||||||||||"25727294"|"76730133"
"Ap"||"A"||1||0|||23|||23||0|0|0|0|0|0|95|97.5|100|95|97.5|100|90|95|100|75|85|95||13.6|||0.1|||0.4|||1|||3.9|||8.2|||68.9||||||||10|17.5|25||||2|3|4||||1.2|1.3|1.4|||||1.36|||4.23|9.17|14.11|0.18|0.2|0.22|||||27.7|||12.6|||47||0|1.5|2.9|25|34|43|6|11|17||||".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0||||2.3|4.5|7.1||||4.5|5.3|6|||||||||||||||||||||||||||||||||"25727294"|"76730135"
"Bt"||"B"||2||23|||64|||41||0|0|0|0|0|0|90|95|100|90|95|100|85|92.5|100|70|82.5|95||6.9|||0|||0|||0.2|||1.9|||4.8|||68.1||||||||18|25|32||||0|0.25|0.5||||1.4|1.5|1.6|||||1.57|||4.23|9.17|14.11|0.14|0.16|0.18|||||29.1|||14.9|||40||0|1.5|2.9|25|32|39|2|6.5|11||||".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0||||5.7|9|16.3||||4.5|5.3|6|||||||||||||||||||||||||||||||||"25727294"|"76730132"
"Ap"||"A"||||0|||25|||25||0|0|0|0|3|5|95|97.5|100|95|97.5|100|95|97.5|100|85|90|95||11.7|||0.2|||0.4|||0.9|||3.5|||6.7|||69.8||||||||12|18.5|25||||2|3|4||||1.2|1.3|1.4|||||1.36|||4.23|9.17|14.11|0.18|0.2|0.22|||||27.7|||12.9|||46||0|1.5|2.9|26|35|43|7|12|17||||".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|6.5|10.1|13.6|||||||5.1|6.2|7.3|||||||||||||||||||||||||||||||||"25727295"|"76730136"
"Bt"||"B"||||25|||53|||28||0|0|0|0|3|5|95|97.5|100|95|97.5|100|95|97.5|100|85|90|95||6.9|||0|||0|||0.2|||1.9|||4.8|||68.1||||||||15|25|35||||0|0.25|0.5||||1.4|1.5|1.6|||||1.57|||4.23|9.17|14.11|0.12|0.14|0.16|||||29|||14.9|||40||0|1.5|2.9|24|34|44|9|17|25||||".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0|7.6|13.1|18.4|||||||5.1|6.2|7.3|||||||||||||||||||||||||||||||||"25727295"|"76730137"
"2C"||"C"||||145|||178|||33||0|1|2|0|5|10|50|65|80|45|60|75|40|52.5|65|30|45|60||11.3|||0.1|||0.4|||0.9|||3.3|||6.6|||67.7||||||||15|21|27||||0|0|0||||1.5|1.6|1.7|||||1.71|||0.42|2.33|4.23|0.08|0.1|0.12|||||19.5|||9.2|||26||0|1.5|2.9|24|30|36|9|14|19||||".20"|".55"|0|0|0|0|0|0|0|0|0|0|0|0|7.6|10.6|13.6|||||||5.1|6.2|7.3|||||||||||||||||||||||||||||||||"25727295"|"76730139"
"Bx"||"B"||||53|||145|||92||0|1|1|0|8|15|55|77.5|100|50|72.5|95|45|60|75|40|55|70||6.9|||0|||0|||0.2|||1.9|||4.8|||68.1||||||||15|25|35||||0|0.25|0.5||||1.6|1.7|1.8|||||1.8|||0.42|0.92|1.41|0.08|0.1|0.12|||||23.5|||13.1|||25||0|1.5|2.9|24|34|44|9|17|25||||".24"|".55"|0|0|0|0|0|0|0|0|0|0|0|0|7.6|13.1|18.4|||||||5.1|6.2|7.3|||||||||||||||||||||||||||||||||"25727295"|"76730138"
"2Cg2"||"C"||||109|||165|||56||0|1|1|0|10|20|40|70|100|20|60|100|15|45|75|10|32.5|55||65.6|||5.8|||12.8|||15.5|||19.4|||12.1|||29.4||||||||0|5|10||||0|0.25|0.5||||1.2|1.45|1.7|||||1.55|||14.11|28.23|42.34|0.04|0.06|0.08|||||8.1|||2.3|||29||0|1.5|2.9|0|17|23|0|2|6||||".10"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|0|2.7|5.4|||||||5.1|6.2|7.3|||||||||||||||||||||||||||||||||"25727321"|"76730231"
"Cg1"||"C"||||66|||109|||43||0|0|0|0|5|10|90|95|100|65|82.5|100|60|80|100|35|67.5|100||67.7|||0|||2.4|||14.6|||33.9|||16.8|||14.3||||||||15|18|30||||0|0.25|0.5||||1.2|1.35|1.5|||||1.42|||1.41|7.76|14.11|0.12|0.15|0.18|||||20|||12.3|||41||0|1.5|2.9|35|45|55|15|20|25||||".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|7.6|11.8|15.8|||||||5.1|6.2|7.3|||||||||||||||||||||||||||||||||"25727321"|"76730230"
"Bw"||"B"||||18|||66|||48||0|0|0|0|3|5|95|97.5|100|80|90|100|80|90|100|40|65|90||17.5|||0.2|||0.4|||1.2|||5|||10.7|||49||||||||15|33.5|35||||0|0.25|0.5||||1.3|1.4|1.5|||||1.47|||1.41|2.82|4.23|0.16|0.18|0.2|||||26.6|||12.6|||42||0|1.5|2.9|30|37.5|45|8|11.5|15||||".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|7.6|11.8|15.8|||||||5.1|5.8|6.5|||||||||||||||||||||||||||||||||"25727321"|"76730229"
"Ap"||"A"||||0|||18|||18||0|0|0|0|3|5|95|97.5|100|80|90|100|60|80|100|35|62.5|90||30.5|||2.5|||3.6|||5|||9.5|||9.9|||56||||||||10|13.5|17||||2|3|4||||1.2|1.3|1.4|||||1.36|||4.23|9.17|14.11|0.16|0.18|0.2|||||24.7|||10|||44||0|1.5|2.9|25|31|37|6|8|11||||".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|5.5|7.4|9.3|||||||5.1|5.8|6.5|||||||||||||||||||||||||||||||||"25727321"|"76730228"
"Btg"||"B"||||15|||71|||56||0|0|0|0|3|5|90|95|100|85|92.5|100|80|90|100|75|87.5|100||6.8|||0|||0|||0.2|||1.9|||4.7|||66.7||||||||20|26.5|35||||0|0.25|0.5||||1.4|1.5|1.6|||||1.57|||4.23|9.17|14.11|0.1|0.13|0.16|||||28.7|||15.2|||39||0|1.5|2.9|29|36|44|13|18|25||||".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|10.1|13.9|18.4|||||||4.5|5.5|6.5|||||||||||||||||||||||||||||||||"25727322"|"76730232"
"Ap"||"A"||||0|||15|||15||0|0|0|0|3|5|95|97.5|100|95|97.5|100|85|92.5|100|80|90|100||6.9|||0|||0|||0.2|||1.9|||4.8|||68.1||||||||15|25|35||||2|3|4||||1.2|1.3|1.4|||||1.36|||4.23|9.17|14.11|0.14|0.16|0.18|||||29.9|||16.1|||46||0|1.5|2.9|29|40|52|9|17|24||||".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|8.2|13.6|19|||||||5.4|6.1|6.9|||||||||||||||||||||||||||||||||"25727322"|"76730234"
"Btx"||"B"||||71|||165|||94||0|0|0|0|3|5|80|90|100|75|87.5|100|75|87.5|100|70|85|100||6.8|||0|||0|||0.2|||1.9|||4.7|||66.7||||||||20|26.5|35||||0|0|0||||1.4|1.5|1.6|||||1.58|||0.42|0.92|1.41|0.06|0.08|0.1|||||27.6|||14.4|||37||0|1.5|2.9|29|35|43|13|18|25||||".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0|10.1|13.3|17.5|||||||5.1|5.8|6.5|||||||||||||||||||||||||||||||||"25727322"|"76730233"
"C"||"C"||4||112|||188|||76||0|1|2|0|5|10|55|77.5|100|50|75|100|45|72.5|100|40|70|100||7.2|||0|||0|||0.2|||2|||5|||70.3||||||||18|22.5|27||||0|0|0||||1.6|1.7|1.8|||||1.8|||1.41|2.82|4.23|0.1|0.14|0.18|||||23.6|||12.1|||27||0|1.5|2.9|20|27.5|35|2|5.5|9||||".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0||||8.4|10.9|13.4||||4.5|5.3|6|||||||||||||||||||||||||||||||||"25727323"|"76730236"
"Bx"||"B"||3||64|||112|||48||0|0|0|0|0|0|80|90|100|80|90|100|75|87.5|100|70|80|90||7.2|||0|||0|||0.2|||2|||5|||70.3||||||||18|22.5|27||||0|0|0||||1.6|1.7|1.8|||||1.78|||1.41|2.82|4.23|0.14|0.16|0.18|||||28|||14.3|||32||0|1.5|2.9|20|27.5|35|2|5.5|9||||".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0||||8.4|10.9|13.4||||4.5|5.3|6|||||||||||||||||||||||||||||||||"25727323"|"76730237"
"Ap"||"A"||1||0|||23|||23||0|0|0|0|0|0|95|97.5|100|95|97.5|100|90|95|100|75|85|95||13.6|||0.1|||0.4|||1|||3.9|||8.2|||68.9||||||||10|17.5|25||||2|3|4||||1.2|1.3|1.4|||||1.36|||4.23|9.17|14.11|0.18|0.2|0.22|||||27.7|||12.6|||47||0|1.5|2.9|25|34|43|6|11|17||||".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0||||2.3|4.5|7.1||||4.5|5.3|6|||||||||||||||||||||||||||||||||"25727323"|"76730235"
"Bt"||"B"||2||23|||64|||41||0|0|0|0|0|0|90|95|100|90|95|100|85|92.5|100|70|82.5|95||6.9|||0|||0|||0.2|||1.9|||4.8|||68.1||||||||18|25|32||||0|0.25|0.5||||1.4|1.5|1.6|||||1.57|||4.23|9.17|14.11|0.14|0.16|0.18|||||29.1|||14.9|||40||0|1.5|2.9|25|32|39|2|6.5|11||||".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0||||5.7|9|16.3||||4.5|5.3|6|||||||||||||||||||||||||||||||||"25727323"|"76730238"
