0|0|0|102|112|152|"Moist"|"268925003"|"171115393"
0|0|0|102|112|152|"Moist"|"268925004"|"171115394"
70|76|80|102|112|152|"Moist"|"268925012"|"171115413"
0|0|0|0|8|15|"Moist"|"268925012"|"171115414"
0|8|15|70|76|80|"Wet"|"268925012"|"171115412"
0|0|0|0|8|15|"Moist"|"268925013"|"171115415"
70|76|80|102|112|152|"Moist"|"268925013"|"171115417"
0|8|15|70|76|80|"Wet"|"268925013"|"171115416"
0|0|0|102|112|152|"Moist"|"268925005"|"171115395"
0|0|0|102|112|152|"Moist"|"268925006"|"171115396"
0|0|0|102|112|152|"Moist"|"268925002"|"171115392"
70|76|80|102|112|152|"Moist"|"268925008"|"171115402"
0|0|0|0|8|15|"Moist"|"268925008"|"171115400"
0|8|15|70|76|80|"Wet"|"268925008"|"171115401"
70|76|80|102|112|152|"Moist"|"268925009"|"171115404"
0|0|0|0|8|15|"Moist"|"268925009"|"171115405"
0|8|15|70|76|80|"Wet"|"268925009"|"171115403"
0|0|0|0|8|15|"Moist"|"268925011"|"171115409"
70|76|80|102|112|152|"Moist"|"268925011"|"171115411"
0|8|15|70|76|80|"Wet"|"268925011"|"171115410"
70|76|80|102|112|152|"Moist"|"268925007"|"171115397"
0|0|0|0|8|15|"Moist"|"268925007"|"171115398"
0|8|15|70|76|80|"Wet"|"268925007"|"171115399"
0|0|0|0|8|15|"Moist"|"268925010"|"171115406"
70|76|80|102|112|152|"Moist"|"268925010"|"171115408"
0|8|15|70|76|80|"Wet"|"268925010"|"171115407"
0|0|0|15|31|46|"Moist"|"268925029"|"171115421"
15|38|46|61|81|183|"Wet"|"268925029"|"171115420"
0|0|0|15|38|46|"Moist"|"268925030"|"171115423"
15|38|46|61|81|183|"Wet"|"268925030"|"171115422"
0|0|0|15|31|46|"Moist"|"268925033"|"171115425"
15|38|46|61|81|183|"Wet"|"268925033"|"171115424"
0|0|0|15|31|46|"Moist"|"268925028"|"171115419"
15|38|46|61|81|183|"Wet"|"268925028"|"171115418"
0|0|0|15|31|46|"Moist"|"268925035"|"171115427"
15|38|46|61|81|183|"Wet"|"268925035"|"171115426"
0|0|0|25|38|51|"Moist"|"268925038"|"171115428"
0|0|0|25|38|51|"Moist"|"268925040"|"171115430"
0|0|0|25|38|51|"Moist"|"268925045"|"171115435"
0|0|0|25|38|51|"Moist"|"268925044"|"171115434"
0|0|0|25|38|51|"Moist"|"268925039"|"171115429"
0|0|0|25|38|51|"Moist"|"268925043"|"171115433"
0|0|0|25|38|51|"Moist"|"268925049"|"171115439"
0|0|0|25|38|51|"Moist"|"268925046"|"171115436"
0|0|0|25|38|51|"Moist"|"268925048"|"171115438"
0|0|0|25|38|51|"Moist"|"268925042"|"171115432"
0|0|0|25|38|51|"Moist"|"268925047"|"171115437"
0|0|0|25|38|51|"Moist"|"268925041"|"171115431"
0|0|0|0|8|15|"Moist"|"268925051"|"171115443"
38|52|64|102|112|152|"Moist"|"268925051"|"171115445"
0|8|15|38|52|64|"Wet"|"268925051"|"171115444"
0|0|0|0|8|15|"Moist"|"268925050"|"171115440"
38|52|64|102|112|152|"Moist"|"268925050"|"171115442"
0|8|15|38|52|64|"Wet"|"268925050"|"171115441"
0|0|0|0|8|15|"Moist"|"268925053"|"171115449"
38|52|64|102|112|152|"Moist"|"268925053"|"171115451"
0|8|15|38|52|64|"Wet"|"268925053"|"171115450"
0|0|0|0|8|15|"Moist"|"268925052"|"171115446"
38|52|64|102|112|152|"Moist"|"268925052"|"171115448"
0|8|15|38|52|64|"Wet"|"268925052"|"171115447"
38|52|64|102|112|152|"Moist"|"268925054"|"171115454"
0|0|0|0|8|15|"Moist"|"268925054"|"171115452"
0|8|15|38|52|64|"Wet"|"268925054"|"171115453"
0|0|0|102|112|152|"Moist"|"268925055"|"171115455"
0|0|0|102|112|152|"Moist"|"268925056"|"171115456"
0|0|0|102|112|152|"Moist"|"268925057"|"171115457"
0|0|0|0|8|15|"Moist"|"268925061"|"171115463"
38|52|64|102|112|152|"Moist"|"268925061"|"171115465"
0|8|15|38|52|64|"Wet"|"268925061"|"171115464"
0|0|0|0|8|15|"Moist"|"268925060"|"171115460"
38|52|64|102|112|152|"Moist"|"268925060"|"171115462"
0|8|15|38|52|64|"Wet"|"268925060"|"171115461"
0|0|0|102|112|152|"Moist"|"268925058"|"171115458"
0|0|0|102|112|152|"Moist"|"268925059"|"171115459"
0|0|0|51|56|102|"Moist"|"268925065"|"171115469"
0|0|0|51|56|102|"Moist"|"268925066"|"171115470"
0|0|0|51|56|102|"Moist"|"268925062"|"171115466"
0|0|0|51|56|102|"Moist"|"268925069"|"171115473"
0|0|0|51|56|102|"Moist"|"268925070"|"171115474"
0|0|0|51|56|102|"Moist"|"268925068"|"171115472"
0|0|0|51|56|102|"Moist"|"268925067"|"171115471"
0|0|0|51|56|102|"Moist"|"268925063"|"171115467"
0|0|0|51|56|102|"Moist"|"268925064"|"171115468"
0|0|0|51|56|102|"Moist"|"268925071"|"171115475"
0|0|0|51|56|102|"Moist"|"268925073"|"171115477"
0|0|0|51|56|102|"Moist"|"268925072"|"171115476"
0|0|0|15|38|46|"Moist"|"268925076"|"171115480"
38|61|76|183|183|183|"Moist"|"268925076"|"171115482"
15|38|46|38|61|76|"Wet"|"268925076"|"171115481"
38|61|76|183|183|183|"Moist"|"268925080"|"171115488"
0|0|0|15|38|46|"Moist"|"268925080"|"171115489"
